"ร้านอาหารใหญ่มากกกกกกก 
เลี้ยวเข้ามาเจอห้องน้ำก่อนเลย เออแปลกดี 
ห้องทานหลักๆอยู่ชั้น 2 มีกาแฟ น้ำผึ้ง ซึ่งก็แค่เอาน้ำผึ้งมาราด แพงเวอร์ อย่าสั่งเลย 
ลาบไข่ต้ม ไข่มันคาวอะ เลยไม่ประทับใจเท่าไหร่
ทอดมันหัวปลีกรอบอร่อยต้องเบิ้ล 
พะแนงห่อไข่อร่อยดี เห้ยแต่ราคา 150บาทมันเกินไปนะ รับไม่ไหวว
เลิกกินแล้วมีขนมหวานให้กินฟรีเล็กน้อย )ขนมไทย) 

คงไม่ไปซ้ำ แพงเกิน",3
"อาหารที่นี่เป็นอาหารจีนแคะที่หากินยากในบ้านเรา ตัวร้านตั้งอยู่ที่ถนนพุทธมณฑลสาย 3 ไปตาม ถ.ปิ่นเกล้า-นครชัยศรี เมื่อถึงพุทธมณฑลสาย 3 ก็เลี้ยวเข้าไปประมาณ 500 เมตร ร้านอยู่ทางซ้ายมือค่ะ มีคนบอกมาว่าความพิเศษของร้านนี้คือกุ๊กเก่าและเป็นกุ๊กรุ่นสุดท้ายจาก ""ฮก ลก ซิ่ว” ภัตตาคารจีนชื่อดังย่านราชประสงค์ ที่เลิกกิจการไปแล้ว ต้องคนที่อายุเลข 5 ขึ้นไปจึงจะเคยกิน ฮก ลก ซิ่ว  จานเด็ดที่มีขายที่นี่แห่งเดียวในเมืองไทยคือ ปลาเต๋าเต้ย 2 ฤดู เป็นสูตรจากมาเลเซีย นอกนั้นก็มี ผัดผักน้ำมันหอย ไก่เบตง เคาหยก ปูทะเลซุปน้ำใสหม้อไฟ เต้าหู้แคระยัดไส้หม้อดิน และ ลูกชิ้นแคระ 
อาหารที่เราแนะนำคือไก่เบตง (คล้ายๆไก่แช่เหล้า) เสริฟพร้อมกับหอมเจียว และน้ำจิ้มน้ำพริกเผาสูตรเด็ดของทางร้าน 
เมนูข้าวผัดหนำเลียบก็อร่อยค่ะ ชอบมากๆ",4
"ปอเปี๊ยะสด ทุกวันนี้รู้สึกว่าหากินยาก (ร้านที่ขายปอเปี๊ยะสดอย่างเดียว ส่วนมากที่เจอคือขายตามภัตตาคารซึ่งมักจะไม่ค่อยอร่อย) ร้านนี้ที่สะพานเหลือง ราคาย่อมเยาเพียงแค่ 30 บาท จึงซื้อกินทุกครั้งที่มา รสชาติดีพอสมควรเลยโดยเฉพาะเต้าหู้กับกุนเชียงที่ใส่มาให้อย่างจุใจ ราดน้ำจิ้มที่โอเค ไม่ถึงกับสุดยอด เสิร์ฟพรัอมเครื่องเคียงต้นหอมกับพริกเขียว มาเสิร์ฟให้ถึงโต๊ะ (นั่งกินร้านข้างๆ) ครบถ้วนได้อารมณ์ เอาไป 4 ดาวครับคุณป้าสำหรับอาหาร

แต่วันนั้น เจอเหตุการณ์คุณป้าให้อาหารแมวระหว่างทำปอเปี๊ยะ ไม่ใส่ถุงมือและไม่เห็นว่าล้างมือ ผมเลยจำเป็นต้องหักออกอีกหนึ่งดาว",3
"รัานคัพเค้กในเมืองไทยมีไม่มาก หลายๆคนอาจจะสงสัยว่าคัพเค้กคืออะไร ต่างจากเค้กธรรมดาอย่างไร จริงๆแล้วคัพเค้กก็เป็น รูปแบบ หนึ่งของเค้กนั่นแหละครับ แต่ว่าคัพเค้กจะมีจุดเด่นอยู่ที่รสชาติที่เป็นเอกลักษณ์ เพราะใช้ส่วนผสมของครีมชีสเป็นหลักในการทำหน้าเค้ก หรือที่เรียกว่า frosting นอกจากนั้น คัพเค้กยังถือทานง่าย ขนย้ายง่ายกว่าเค้ก สุดท้ายคือการตกแต่งที่แตกต่างกันอย่างชัดเจนครับระหว่างคัพเค้กกับเค้ก ซึ่งการใช้คัพเค้กที่ตกแต่งสวยๆเพื่อใช้ในงานแต่งงาน งานวันเกิดหรือ event ต่างๆนั้นกำลังมาเลยทีเดียว เรียกได้ว่าคู่ไหน บริษัทไหนอยากฮิป ก็ต้องสั่งคัพเค้กนี่ล่ะครับไปออกงาน event

สำหรับร้าน cupcake love นี้เพิ่งเปิดได้ไม่นานตั้งอยู่ที่ digital gateway ชั้นสาม เดินทางสะดวกเพราะติดกับทางเชื่อม BTS เลย ร้านน่ารักดีครับ เพิ่งเปิดร้านใหม่หลายๆอย่างก็ดูลนๆ แต่ก็ดูคึกคักดี

ผมได้ทานครบทุกรสแล้ว รสชาติดีมากเพราะว่าเค้กมันชุ่มจริงๆ ชุ่มกว่าเค้กธรรมดาซะอีก ราคาก็ดีนะที่ 59 บาทต่อชิ้น ได้ทาน pink lemonade (ที่ที่ร้านเรียกว่า love lemonade) ไปแล้วก็รู้สึกว่าเข้มข้น เปรี้ยวถึงใจ หาทานยากด้วย

ประทับใจครับ อ้อ ร้านนี้รับสั่งทำส่งแบบ made to order ด้วยนะครับ",5
"อร่อย!!! เดินผ่านDigital gatewayทุกวัน ไม่ยักรู้ว่ามีร้านนี้ (เอ๊ะหรือพึ่งเปิด)
หาง่ายมากครับ เดินจากBTSสยามเข้ามาก็เห็นเลย ร้านสีชมพูแปร๊นๆ 
ไม่เคยทานcup cakeเลย แต่ที่ร้านเค้ามีให้ชิม พอได้ชิมครั้งแรกก็ติดใจเลยครับ
แล้วจะไปอุดหนุนใหม่ให้ครบทุกรสเลย ^^",5
"ร้านข้าวต้มกระดูกหมู ปากซอยพัฒนาการ 57 เป็นอีกร้านที่ผมมักจะมาพึ่งพาเวลากลับบ้านค่ำมืดดึกดื่นครับ 

เวลาจะมาร้านนี้ แนะนำให้เข้าไปจอดรถในซอยพัฒนาการ 57 ซึ่งถ้าหาไม่ได้ลองสังเกตดูฝั่งขวาหรือฝั่งซ้ายจะมีซอยเล็กๆ ที่ไปทะลุพัฒนาการ 55 หรือ พัฒนาการ 59  มักจะมาที่ให้จอดได้ ไม่ค่อยพลาดครับ

ร้านมีป้ายสว่างสดใสว่าข้าวต้มกระดูกหมู ตั้งอยู่ติดกับ 7-11 มีโต๊ะประมาณ 6 โต๊ะ ถ้าไปนั่งทานช่วงสามทุ่มก็จะได้ดูละครช่อง 3 หรือช่อง 7 ด้วยนะเออ 

เนื้อหมูก็มีให้เลือกทั้งที่เป็น หมูชิ้น หมูบะช่อ หรือกระดูกหมู แนะนำว่าถ้ามาร้านนี้ให้ลองทานผสมดูก็ได้ครับ ราคาเท่ากัน แล้วเจ้าของก็ใจดีให้หมูมาแบบไม่กลัวจะไม่กำไรเลย กระดูกหมูเขาต้มมาได้ที่มากๆ ออกแรงขบฟันนิดหน่อยเนื้อหมูก็ร่อนออกจากกระดูกแล้วครับ แล้วรู้สึกว่าร้านนี้จะเปิดดึกด้วย เมื่อคืนขับรถผ่านตอน 5 ทุ่มครึ่งร้านยังเปิดอยู่เลยครับ

เป็นอีกที่ที่อยากแนะนำ เอาไปสี่ดาว",4
"วันนี้ได้มีโอกาสไปนั่งซดกาแฟที่ร้านวาวี แถวๆอารีย์

ก็ได้ยินมาบ่อยๆละ จากหลายที่ แต่ที่บ่อยสุดก็จาก Twitter ว่ากาแฟที่นี่อร่อยมากกกกกกก
เรียกว่าระดับแฟนๆ Starbuck ยังต้องเหลียวมามอง ก็ดองมานานจนถึงวันนี้โอกาสเหมาะ ไป
present งานที่ตึก Software Park เสร็จก็เลยมาหาไรกินแถวนี้พอดี
จัดไป.....


บรรยากาศรอบๆร้านก็แต่งได้น่านั่ง อารมณ์ประมาณว่าอยู่ในสวนบ้านเราเอง ต้นไม้เยอะดี
อย่างน้อยก็เป็นสีเขียวเล็กๆ ในใจกลางเมืองได้ละ
เขียวชอุ่ม

ว่าแล้วไม่รอช้าขอ Test ไม่สิ Taste เลยดีกว่าเดินเข้าร้านทันใด ป้าบบ...

""พี่คับ เอา...ลาเต้ ร้อนแก้วนึงคับ""
ว่างๆ มานั่งจิบกาแฟ ฟังเพลง พักผ่อนได้ดีทีเดียว

จ่ายตังเสร็จ ก็ถูกพนักงานอัญเชิญไปรอที่โต๊ะ 55+ เพราะที่นี่เขาเสริฟให้ถึงที่ หุๆ
ก็เลือกที่นั่งริมกระจก จะได้เห็นสาวๆ เอ้ย วิวถนัดๆหน่อย
นั่งชมวิวรอกาแฟมา

ไม่นานเกินอึดใจ ไวไวยังไม่ทันสุก ลาเต้ร้อนๆก็มาวางอยู่ข้างหน้า
ซู้ดดดดดดด อ่าห์

ชำเลืองตามองลงไป....โอ้วว ที่นี่มีเล่นลายฟองนมด้วยเว้ยยย
แต่พอดีด้วยความตะกละไปนิดดันฉีกน้ำตาลเทใส่แล้วเผลอคน ก็เลยไม่ได้
ถ่ายรูปมาให้ดู 55+ เหลือแต่ซากอารยธรรมลาเต้เมพๆ


หน้าตาผ่าน ที่นี่ก็รสชาติ 1...2.....ชู้ดดดดดดด
เฮ้ยยย นี่มัน....เมพพพพ ถึงเราจะไม่ค่อยรู้เรื่องกาแฟมากนัก แต่เท่าที่เคยลองชิมๆ
มา รสชาติและกลิ่นมันไม่ธรรมดาเลย หอมๆ ถือว่าเป็นมวยรุ่นเดียวกะ Starbuck ได้


เมนูอื่นๆ ลองชิม Coco ปั่น ของเพื่อนก็แหล่มไม่แพ้กัน วิปครีมหวานมัน โกโก้ก็หอม
ส่วนเพื่อนอีกคนสั่งน้ำส้มกะเค้กช็อกโกแลตมันก็บอกว่าแจ่ม ......


สรุปก็คือ บรรยากาศก็ดี บริการก็ดี กาแฟอร่อย ราคาไม่แพง(แต่กินบ่อยก็จุกได้)
ถ้าครายผ่านแถวอารีย์มากินเหอะ ซอยไรจำไม่ได้รู้แต่อยู่ตรงข้าม Villa ตรง BS อารีย์เลยอะ 55+

ถ่ายโดย : Tan
กล้อง : ซัมซวย Omnia i900 (สีภาพถึงได้ไม่ค่อยสวยเท่าไหร)",4
"สารภาพว่าไม่เคยคิดจะไปต่อคิวซื้อมากินเองครับ บังเอิญมีรุ่นน้องที่ไม่ได้เจอกันนานชวนไปเป็นเพื่อน แล้วเค้าให้ซื้อได้คนละกล่อง เลยเข้าไปต่อคิวซื้อให้น้องเพิ่มอีกกล่องนึง น้องใจดีแบ่งมาให้ชิมหนึ่งชิ้นถ้วน ^^""

รออยู่เกือบสองชั่วโมง ได้ลัดคิวเพราะสั่ง original แบบ glazed ทั้งกล่อง หลังร้านจะมีที่นั่งนะครับ เป็นโต๊ะเก้าอี้ แต่ไม่ค่อยมีคนนั่งซักเท่าไหร่ ก็สะดวกดีสำหรับการนัดพบกัน (ถ้าร้านยังอยู่ต่อไปนะ ^^)

มาถึงตัวโดนัท เสียดายที่ใส่กล่องทิ้งไว้นานแล้วเลยไม่ค่อยอุ่น ถ้าเสร็จใหม่ๆหรือเอาไปอบเพิ่มน่าจะดีกว่านี้ เนื้อแป้งนิ่มมากถ้าเทียบกับยี่ห้อใกล้เคียงที่เป็นแบบเดียวกัน ทำให้เวลาจับเบาๆน้ำตาลก็จะร่วงออกมาง่ายไปหน่อย

น้องบอกว่าหวานไป ผมเห็นด้วยส่วนนึง เพราะแป้งนิ่มเวลากินก็จะทำให้รับรสหวานจากแป้งได้ง่ายกว่า ยิ่งทำให้น้ำตาลที่เคลือบอยู่แบบไม่หนา ซึ่งหวานพอดีอยู่แล้วดันหวานขึ้นไปอีก แต่ถ้ากินพร้อมกาแฟน่าจะเวิร์กครับ

ก็หวังว่าจะอยู่ต่อไปนานๆ อย่าโรยราไปตามความนิยมที่ยังไงๆ ก็ต้องลดลงตามเวลา่นะครับ :D",3
"เมื่อวันก่อนไปเดินเล่น แบบชิวๆๆ ที่สยามสแควร์แหล่งรวมของวัยรุ่น
แน่นอนอยู่แล้ว เมื่อไปถึงสยามทั้งทีก็ยังคงไม่ลืมหาของกินสุดชิคและเก๋มาฝากเพื่อน ๆ ชาววงในให้ได้ไปลองกัน
โดยร้านที่ผู้เขียนจะแนะนำวันนี้ คือ ร้านชานมไข่มุก ""Dasaki"" อยู่ตรงข้ามกับวัตสัน
จุดเด่นสำหรับร้านนี้คือสีเหลืองสว่างของร้านทำให้เป็นที่เตะตาต้องใจของผู้ที่เดินผ่านไปผ่านมาให้เห็นได้ชัด
โดยถ้ามองทั่ว ๆ ไปแล้วนั้นก็จะเหมือนกับร้านชานมไข่มุกธรรมดา 
แต่วันนี้เมนูที่ผู้เขียนเห็นแล้วว่าเด็ดจริง ๆ ชิคสุด ๆ  คือ ""ชานมพุดดิ้ง""
ที่ผู้เขียนบอกได้คำเดียวว่า เริ่ดมาก ถ้าเพื่อน ๆ ชาววงในคนไหนได้ผ่านไปแถวสยามก็อย่าลืมแวะไปลองทานกันนะค่ะ
เดี๋ยวเค้าจะหาว่ามาไม่ถึงสยาม !!!",5
"วันก่อนไปเดินสยาม หลังจากห่างหายไป ประมาณ 6 เดือน
เดินทางด้วยรถไฟฟ้า ออกทาง Digital Gate Way แล้วเจอร้านนี้อยู่ที่ ชั้น 3

เจอเจ้าของร้านด้วย น่ารักค่ะ แนะนำว่า Red Velvet Cupcake เป็นเค้กช็อกโกแลต แต่งหน้าด้วยครีมชีส เมนูแนะนำของทางร้านเลยลองซื้อทานดู แล้วก็ไม่ผิดหวังจริงๆ เพราะเนื้อเค้กนุ่ม หอม ไม่แห้ง หวานกำลังพอดี ราคาก็ไม่แพงด้วย 

ส่วนเพื่อนชายชอบเค้กแครอทค่ะ ได้สุขภาพหน่อยแล้วไม่ค่อยหวาน ไม่มีกลิ่มแครอดเลยค่ะ เนื้อชุ่มไม่แห้งเช่นกัน

น้ำเราสั่ง Pink Lemonade กับ Ice Milk Tea อย่างละแก้วค่ะ

ประทับใจเค้กร้านนี้มาก จะกลับไปซื้อบ่อยๆ เลย

ขออนุญาตก๊อบรูปจากเว็บเค้ามาให้ดูนะคะ เพราะถ่ายมาเองแล้วไม่สวย",5
